goals_scored,assists,total_points,minutes,goals_conceded,bonus,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,season,full_name,position
4,7,109,2540,39,3,11,1,7,0.3,53,2023-2024,Jordan Ayew,2
0,1,52,1335,16,0,5,0,0,0.2,43,2023-2024,Nathaniel Clyne,1
0,0,21,920,12,0,3,0,2,0.0,48,2023-2024,Cheick Doucouré,2
7,0,79,1545,24,9,6,0,4,1.3,53,2023-2024,Odsonne Edouard,3
11,5,136,2054,28,11,8,0,3,5.4,60,2023-2024,Eberechi Eze,2
0,1,66,2020,32,6,6,0,2,1.3,42,2023-2024,Marc Guéhi,1
0,2,61,1886,38,2,8,0,6,0.0,49,2023-2024,Will Hughes,2
0,0,68,1796,27,7,6,0,1,1.3,43,2023-2024,Sam Johnstone,0
1,1,64,2399,46,4,5,0,8,0.1,47,2023-2024,Jefferson Lerma Solís,2
16,7,165,2274,44,22,8,0,3,7.3,51,2023-2024,Jean-Philippe Mateta,3
2,3,119,3204,55,10,10,0,6,4.7,45,2023-2024,Tyrick Mitchell,1
10,6,125,1272,19,21,3,0,0,5.3,57,2023-2024,Michael Olise,2
1,1,62,2091,38,4,4,0,3,1.5,39,2023-2024,Chris Richards,1
2,2,66,1340,25,4,4,0,1,0.1,48,2023-2024,Jeffrey Schlupp,2
0,1,54,1978,34,0,5,0,4,0.2,45,2023-2024,Joel Ward,1
0,0,48,1620,30,2,4,0,2,1.7,44,2023-2024,Dean Henderson,0
0,4,56,1440,22,3,5,0,4,0.6,45,2023-2024,Daniel Muñoz,1
0,3,50,1296,16,4,7,0,2,0.0,50,2023-2024,Adam Wharton,2
1,0,20,505,7,0,3,0,4,0.1,44,2023-2024,André Tavares Gomes,2
3,1,124,3116,44,10,12,0,8,10.8,45,2023-2024,Jarrad Branthwaite,1
7,3,101,2166,27,9,13,0,2,1.0,58,2023-2024,Dominic Calvert-Lewin,3
0,0,30,661,10,3,4,0,0,0.1,44,2023-2024,Seamus Coleman,1
7,3,116,2632,36,7,12,0,7,0.5,55,2023-2024,Abdoulaye Doucouré,2
1,2,87,3001,47,3,11,0,7,0.1,49,2023-2024,James Garner,2
0,0,37,1120,13,0,4,0,2,0.2,43,2023-2024,Ben Godfrey,1
4,0,73,1885,25,10,7,0,8,0.1,48,2023-2024,Idrissa Gueye,2
1,0,18,437,13,2,1,0,2,0.2,42,2023-2024,Michael Keane,1
3,8,124,2891,39,8,12,0,2,0.3,54,2023-2024,Dwight McNeil,2
2,1,101,2469,37,9,9,0,1,2.6,45,2023-2024,Vitalii Mykolenko,1
2,0,66,2085,38,5,5,0,5,0.2,47,2023-2024,Amadou Onana,2
0,2,34,1000,21,3,2,0,4,0.1,43,2023-2024,Nathan Patterson,1
0,0,153,3420,51,22,13,0,5,16.3,48,2023-2024,Jordan Pickford,0
1,1,117,3420,51,10,13,0,11,5.4,46,2023-2024,James Tarkowski,1
0,1,76,2277,34,3,9,1,5,0.4,44,2023-2024,Ashley Young,1
1,0,26,587,10,0,2,0,0,0.1,52,2023-2024,Arnaut Danjuma Groeneveld,2
3,3,92,2212,26,5,11,0,1,0.1,55,2023-2024,Jack Harrison,2
3,0,50,943,20,3,2,0,2,0.1,57,2023-2024,Norberto Bercique Gomes Betuncal,3
1,2,35,529,9,0,3,0,0,0.2,49,2023-2024,Armando Broja,3
5,2,102,2331,41,9,7,0,2,0.4,53,2023-2024,Alex Iwobi,2
3,9,127,2611,40,7,14,0,6,0.9,53,2023-2024,Andreas Hoelgebaum Pereira,2
1,6,70,1472,27,2,4,0,3,0.0,49,2023-2024,Tom Cairney,2
6,3,92,1410,29,7,3,0,4,0.1,52,2023-2024,Bobby De Cordova-Reid,2
0,0,43,1423,26,3,5,1,2,0.4,44,2023-2024,Issa Diop,1
0,0,133,3420,61,15,10,0,3,14.6,48,2023-2024,Bernd Leno,0
1,0,43,1113,20,0,5,0,3,0.3,43,2023-2024,Saša Lukić,2
9,2,97,1589,27,12,6,0,1,4.4,43,2023-2024,Rodrigo Muniz Carvalho,3
4,1,91,2698,46,8,9,0,13,0.3,50,2023-2024,João Palhinha Gonçalves,2
1,0,40,1503,31,4,3,1,2,0.6,44,2023-2024,Tim Ream,1
0,2,47,1317,23,0,6,0,6,0.3,43,2023-2024,Harrison Reed,2
0,6,104,3266,60,8,9,0,6,4.0,45,2023-2024,Antonee Robinson,1
1,0,27,863,21,0,2,0,2,0.3,44,2023-2024,Kenny Tete,1
2,0,66,1616,25,2,6,0,2,0.2,43,2023-2024,Tosin Adarabioyo,1
2,0,22,306,5,2,0,0,2,0.9,45,2023-2024,Carlos Vinícius Alves Morais,3
4,7,94,1603,30,5,5,0,6,0.2,53,2023-2024,Harry Wilson,2
7,0,72,1390,29,13,4,1,3,0.6,50,2023-2024,Raúl Jiménez,3
4,3,94,2048,28,6,9,0,1,0.4,53,2023-2024,Willian Borges da Silva,2
1,0,66,2299,42,4,6,1,4,0.4,44,2023-2024,Calvin Bassey,1
2,3,36,363,13,1,0,0,2,0.0,49,2023-2024,Adama Traoré,2
1,3,105,2630,40,7,9,0,3,1.6,45,2023-2024,Timothy Castagne,1
3,5,122,2153,28,19,8,0,6,10.3,84,2023-2024,Trent Alexander-Arnold,1
0,0,107,2520,30,9,8,0,1,9.7,57,2023-2024,Alisson Ramses Becker,0
11,11,132,2033,25,9,6,0,9,11.7,75,2023-2024,Darwin Núñez Ribeiro,3
10,7,110,1141,11,7,5,1,1,1.7,79,2023-2024,Diogo Teixeira da Silva,2
3,9,96,1330,13,8,4,0,2,0.4,48,2023-2024,Harvey Elliott,2
8,5,106,1633,20,12,5,0,1,3.1,71,2023-2024,Cody Gakpo,3
0,2,76,1772,19,2,7,0,5,1.3,45,2023-2024,Joe Gomez,1
1,1,40,1156,19,2,2,1,3,0.1,49,2023-2024,Curtis Jones,2
0,0,34,900,11,3,2,0,0,3.9,36,2023-2024,Caoimhin Kelleher,0
0,0,56,1570,19,2,6,1,3,2.0,49,2023-2024,Ibrahima Konaté,1
8,7,142,2625,33,9,7,0,3,10.0,76,2023-2024,Luis Díaz,2
5,5,109,2600,34,12,6,1,7,3.9,59,2023-2024,Alexis Mac Allister,2
0,0,21,779,9,0,2,0,2,0.3,48,2023-2024,Joel Matip,1
3,2,76,1689,22,8,3,0,2,4.2,65,2023-2024,Andrew Robertson,1
18,12,211,2531,30,24,8,0,2,24.0,134,2023-2024,Mohamed Salah,2
3,4,99,2102,23,7,8,0,1,3.3,71,2023-2024,Dominik Szoboszlai,2
0,3,48,675,7,4,4,0,0,1.1,43,2023-2024,Konstantinos Tsimikas,1
2,2,117,3177,40,8,9,1,3,17.7,66,2023-2024,Virgil van Dijk,1
2,0,49,1188,15,5,2,0,1,0.5,40,2023-2024,Jarell Quansah,1
1,0,47,1714,16,0,6,0,10,0.1,54,2023-2024,Wataru Endo,2
1,0,45,1110,17,3,3,0,0,0.1,50,2023-2024,Ryan Gravenberch,2
1,3,50,752,7,7,3,0,2,2.1,41,2023-2024,Conor Bradley,1
1,3,47,1304,31,4,2,0,4,0.0,49,2023-2024,Albert Sambi Lokonga,2
0,0,21,1131,24,0,0,0,5,0.4,43,2023-2024,Marvelous Nakamba,2
10,1,94,1405,36,9,2,0,1,1.0,48,2023-2024,Elijah Adebayo,3
1,0,15,397,6,1,0,0,1,0.5,38,2023-2024,Mads Juel Andersen,1
0,0,35,1720,41,3,2,0,0,2.2,38,2023-2024,Amari'i Bell,1
2,1,31,309,8,0,0,0,1,0.0,46,2023-2024,Luke Berry,2
0,4,40,1659,37,2,1,0,5,0.2,40,2023-2024,Reece Burke,1
1,1,44,1297,41,3,1,0,4,0.0,48,2023-2024,Jordan Clark,2
2,10,101,2923,74,11,2,0,5,6.2,43,2023-2024,Alfie Doughty,1
11,6,146,2859,72,18,3,0,4,4.3,47,2023-2024,Carlton Morris,3
4,4,84,1987,47,7,2,0,1,0.1,48,2023-2024,Chiedozie Ogbene,3
0,0,11,403,14,0,0,0,1,0.0,50,2023-2024,Fred Onyedinma,2
2,0,41,1846,47,1,2,0,3,0.1,44,2023-2024,Gabriel Osho,1
1,1,33,406,11,3,0,0,2,0.6,43,2023-2024,Cauley Woodrow,3
1,0,42,2467,59,1,1,0,3,1.5,39,2023-2024,Teden Mengi,1
0,0,11,498,14,0,0,0,0,0.1,42,2023-2024,Ryan Giles,1
1,1,23,1169,23,1,0,0,4,0.1,42,2023-2024,Tom Lockyer,1
0,0,35,1085,29,0,1,0,1,0.0,46,2023-2024,Pelly Ruddock Mpanzu,2
4,2,78,1972,51,3,0,0,4,0.2,44,2023-2024,Tahith Chong,2
0,3,34,1727,39,3,0,0,7,1.9,40,2023-2024,Issa Kaboré,1
0,0,86,3405,85,3,2,0,3,0.7,45,2023-2024,Thomas Kaminski,0
5,5,101,2616,66,4,2,0,6,0.9,45,2023-2024,Ross Barkley,2
2,1,39,1013,26,3,1,0,4,0.1,49,2023-2024,Jacob Brown,3
1,4,61,1197,27,3,3,0,1,0.1,50,2023-2024,Andros Townsend,2
0,0,4,592,21,0,0,0,0,0.0,40,2023-2024,Daiki Hashioka,1
2,0,112,2512,23,8,11,1,2,5.6,50,2023-2024,Manuel Akanji,1
2,3,99,2039,20,6,6,0,0,5.2,50,2023-2024,Nathan Aké,1
11,11,158,2644,24,17,12,0,2,15.4,64,2023-2024,Julián Álvarez,3
6,9,141,2576,26,20,10,0,8,2.9,62,2023-2024,Bernardo Veiga de Carvalho e Silva,2
4,10,98,1219,8,11,7,0,2,16.6,106,2023-2024,Kevin De Bruyne,2
0,0,88,2557,28,3,9,0,0,7.2,55,2023-2024,Rúben Gato Alves Dias,1
0,0,112,2785,27,5,11,0,5,13.1,55,2023-2024,Ederson Santana de Moraes,0
19,8,230,2860,27,31,14,0,2,43.3,85,2023-2024,Phil Foden,2
3,1,50,998,13,6,3,0,6,1.5,72,2023-2024,Jack Grealish,2
27,8,217,2553,25,29,11,0,1,73.6,143,2023-2024,Erling Haaland,3
1,0,59,1539,14,2,9,0,4,0.3,46,2023-2024,Mateo Kovačić,2
2,0,52,804,9,2,4,0,1,0.4,42,2023-2024,Rico Lewis,1
0,0,22,632,7,2,1,0,0,2.3,36,2023-2024,Stefan Ortega Moreno,0
8,10,159,2931,26,19,14,1,8,6.1,56,2023-2024,Rodrigo Hernandez,2
1,0,53,1061,9,3,5,0,2,3.1,53,2023-2024,John Stones,1
0,5,123,2766,29,13,10,0,2,15.1,55,2023-2024,Kyle Walker,1
0,2,32,831,13,1,2,1,0,0.1,47,2023-2024,Matheus Luiz Nunes,2
4,2,123,2327,23,12,9,0,3,18.1,52,2023-2024,Joško Gvardiol,1
3,10,98,1585,19,13,1,0,3,1.9,64,2023-2024,Jérémy Doku,2
1,0,23,509,13,0,1,0,2,0.8,68,2023-2024,Mason Mount,2
1,1,23,385,6,3,1,0,1,0.1,44,2023-2024,Amad Diallo,2
1,1,47,1311,26,0,3,0,5,0.6,68,2023-2024,Antony Matheus dos Santos,2
10,9,166,3118,52,24,7,0,9,14.6,85,2023-2024,Bruno Borges Fernandes,2
1,3,58,1981,34,0,5,0,7,1.9,53,2023-2024,Carlos Henrique Casimiro,2
2,3,111,3174,55,13,8,1,4,7.4,52,2023-2024,Diogo Dalot Teixeira,1
1,2,48,1134,27,4,2,0,1,0.4,58,2023-2024,Christian Eriksen,2
7,7,131,2564,39,7,8,0,4,9.8,50,2023-2024,Alejandro Garnacho,2
1,1,62,1328,16,7,5,0,2,0.2,45,2023-2024,Victor Lindelöf,1
2,4,73,1650,29,6,4,0,3,1.3,43,2023-2024,Harry Maguire,1
3,1,77,1927,31,8,7,0,3,0.9,44,2023-2024,Kobbie Mainoo,2
1,1,25,439,6,2,1,0,0,0.3,64,2023-2024,Anthony Martial,3
0,1,15,643,12,0,1,0,3,2.1,47,2023-2024,Lisandro Martínez,1
7,1,98,1891,30,5,7,0,2,0.8,45,2023-2024,Scott McTominay,2
1,0,44,1370,23,2,3,0,2,2.1,49,2023-2024,Raphaël Varane,1
7,3,108,2264,37,0,7,0,2,9.5,84,2023-2024,Marcus Rashford,2
0,1,31,960,13,0,4,0,6,2.7,52,2023-2024,Luke Shaw,1
0,2,47,1778,34,5,3,0,4,2.0,44,2023-2024,Aaron Wan-Bissaka,1
0,0,133,3420,58,10,9,0,5,15.5,50,2023-2024,André Onana,0
10,2,112,2156,35,14,6,0,2,5.6,71,2023-2024,Rasmus Højlund,3
0,1,49,1389,24,3,4,0,2,0.6,40,2023-2024,Jonny Evans,1
0,0,26,929,15,0,2,0,6,0.1,50,2023-2024,Sofyan Amrabat,2
0,0,5,325,10,0,0,0,1,0.1,39,2023-2024,Willy Kambwala,1
1,0,38,773,12,3,2,0,2,0.6,42,2023-2024,Lewis Hall,1
3,1,77,1930,40,4,5,0,2,2.7,60,2023-2024,Miguel Almirón Rejala,2
0,2,42,1018,14,3,5,0,3,1.8,42,2023-2024,Elliot Anderson,2
2,2,51,1375,29,4,3,0,2,4.3,45,2023-2024,Sven Botman,1
7,9,153,3264,60,15,10,0,8,3.3,58,2023-2024,Bruno Guimarães Rodriguez Moura,2
2,2,97,2725,45,4,8,0,4,12.7,47,2023-2024,Dan Burn,1
0,0,75,1984,42,3,4,0,1,8.7,43,2023-2024,Martin Dubravka,0
11,16,183,2896,48,14,12,1,10,20.6,64,2023-2024,Anthony Gordon,2
21,4,172,2253,41,23,7,0,1,41.0,84,2023-2024,Alexander Isak,3
2,1,45,1276,23,3,3,0,6,0.4,58,2023-2024,Joelinton Cássio Apolinário de Lira,2
0,0,33,909,15,1,3,0,2,0.1,44,2023-2024,Emil Krafth,1
1,0,46,1077,15,3,5,0,4,1.9,37,2023-2024,Jamaal Lascelles,1
6,3,110,2742,50,3,10,0,7,0.4,48,2023-2024,Sean Longstaff,2
3,8,82,1184,21,4,5,0,1,0.2,48,2023-2024,Jacob Murphy,2
0,0,57,1345,16,1,6,0,1,4.8,53,2023-2024,Nick Pope,0
4,3,123,3055,58,12,9,0,5,7.3,56,2023-2024,Fabian Schär,1
1,0,16,437,5,0,1,0,2,1.0,52,2023-2024,Sandro Tonali,2
1,10,111,2235,43,20,6,0,5,21.2,66,2023-2024,Kieran Trippier,1
1,0,18,415,9,0,1,0,0,0.1,53,2023-2024,Joe Willock,2
9,1,69,981,15,4,6,0,3,3.0,78,2023-2024,Callum Wilson,3
5,3,64,788,10,3,2,0,2,1.2,62,2023-2024,Harvey Barnes,2
1,0,45,1302,27,4,2,0,1,1.1,40,2023-2024,Tino Livramento,1
1,3,44,1203,29,1,1,0,1,0.1,45,2023-2024,Lewis Miley,2
0,0,11,454,9,0,1,0,2,0.2,40,2023-2024,Nuno Varela Tavares,1
0,0,41,1530,28,0,2,0,2,8.6,37,2023-2024,Matt Turner,0
8,2,109,1846,41,14,2,0,0,0.8,47,2023-2024,Callum Hudson-Odoi,2
5,9,119,2424,47,5,2,0,1,1.1,49,2023-2024,Anthony Elanga,2
0,2,27,831,15,3,1,0,2,0.6,45,2023-2024,Serge Aurier,1
6,3,67,1036,21,5,3,0,2,1.3,63,2023-2024,Taiwo Awoniyi,3
2,1,58,1437,26,7,3,1,1,0.5,45,2023-2024,Willy Boly,1
2,2,65,1787,42,4,1,0,4,0.1,53,2023-2024,Danilo dos Santos de Oliveira,2
0,0,7,372,10,0,1,0,4,0.0,44,2023-2024,Felipe Augusto de Almeida Monteiro,1
5,12,142,3156,59,13,5,0,9,2.1,57,2023-2024,Morgan Gibbs-White,2
1,0,40,1562,31,0,3,0,6,0.0,50,2023-2024,Orel Mangala,2
0,0,12,416,6,1,1,0,0,0.1,44,2023-2024,Scott McKenna,1
1,0,29,1456,36,1,1,1,3,0.1,45,2023-2024,Moussa Niakhaté,1
1,3,52,1452,29,3,2,0,3,0.1,44,2023-2024,Harry Toffolo,1
0,1,39,1630,33,2,1,0,4,0.2,43,2023-2024,Neco Williams,1
14,1,131,1801,34,22,2,0,0,1.7,47,2023-2024,Chris Wood,3
0,0,13,438,9,3,1,1,0,0.1,43,2023-2024,Joe Worrall,1
1,1,59,1979,38,1,1,0,6,0.0,48,2023-2024,Ryan Yates,2
1,1,45,1690,39,2,2,0,3,0.3,45,2023-2024,Olu Aina,1
0,2,28,796,11,4,1,0,5,0.1,44,2023-2024,Gonzalo Montiel,1
0,2,58,2790,56,1,3,0,5,0.3,45,2023-2024,Murillo Santiago Costa dos Santos,1
0,0,12,450,12,0,1,0,0,0.1,45,2023-2024,Odysseas Vlachodimos,0
0,0,11,782,15,0,0,0,2,0.0,45,2023-2024,Andrew Omobamidele,1
2,2,67,1489,27,6,6,0,4,0.0,50,2023-2024,Nicolás Domínguez,2
0,0,25,1031,16,0,4,0,6,0.0,49,2023-2024,Ibrahim Sangaré,2
0,1,25,594,6,0,2,0,1,0.1,50,2023-2024,Divock Origi,3
0,0,34,1440,27,1,1,0,1,0.2,45,2023-2024,Matz Sels,0
0,0,28,2568,81,0,1,0,4,1.8,39,2023-2024,Auston Trusty,1
4,3,82,1829,50,9,2,0,2,3.4,42,2023-2024,Cameron Archer,3
0,0,1,711,27,0,0,1,3,0.4,40,2023-2024,Mason Holgate,1
3,4,77,1815,65,0,2,0,2,0.4,44,2023-2024,James McAtee,2
2,0,31,2649,89,4,1,1,9,0.2,43,2023-2024,Anel Ahmedhodžić,1
0,2,21,968,21,2,0,0,4,4.0,38,2023-2024,George Baldock,1
0,0,8,316,6,0,0,0,1,0.3,39,2023-2024,Chris Basham,1
3,3,63,2787,79,0,3,0,9,0.1,45,2023-2024,Jayden Bogle,1
0,0,11,338,8,0,0,1,0,0.0,49,2023-2024,Rhian Brewster,3
0,0,1,482,17,0,0,0,2,0.1,42,2023-2024,John Egan,1
0,0,70,2648,79,7,1,0,2,0.3,44,2023-2024,Wes Foderingham,0
0,1,13,498,12,0,0,0,1,0.0,43,2023-2024,Max Lowe,1
6,3,66,1279,43,9,1,2,3,0.1,54,2023-2024,Oliver McBurnie,3
1,0,42,1429,47,3,0,0,8,0.0,48,2023-2024,Oliver Norwood,2
0,2,38,1359,40,0,0,0,3,0.0,48,2023-2024,Ben Osborn,2
0,1,25,778,23,0,0,0,4,0.8,42,2023-2024,William Osula,3
1,1,33,2883,83,1,1,0,10,0.1,43,2023-2024,Jack Robinson,1
0,0,14,409,14,0,1,0,2,0.0,47,2023-2024,Anis Slimane,2
0,0,10,527,11,0,0,0,1,0.0,43,2023-2024,Yasser Larouci,1
0,0,11,383,13,0,0,0,0,0.0,51,2023-2024,Bénie Traoré,3
1,1,73,2664,80,4,1,0,3,0.0,50,2023-2024,Vini de Souza Costa,2
0,0,26,932,29,0,1,0,1,0.0,44,2023-2024,Andre Brooks,2
4,7,108,2908,83,5,2,0,9,0.2,49,2023-2024,Gustavo Hamer,2
0,0,7,916,29,0,0,0,3,0.0,40,2023-2024,Luke Thomas,1
6,1,62,1105,37,5,0,0,3,0.2,50,2023-2024,Ben Brereton,2
0,0,15,771,25,0,0,0,1,0.0,45,2023-2024,Ivo Grbic,0
0,0,19,942,28,0,0,0,2,0.0,45,2023-2024,Oliver Arblaster,2
5,12,131,2317,42,9,5,0,3,2.0,58,2023-2024,Brennan Johnson,2
1,1,32,997,25,0,1,0,7,0.0,54,2023-2024,Rodrigo Bentancur,2
0,0,44,2070,35,0,7,2,8,0.3,50,2023-2024,Yves Bissouma,2
1,2,34,1085,21,0,1,0,2,0.4,43,2023-2024,Ben Davies,1
1,0,27,1152,31,4,0,0,4,0.8,43,2023-2024,Emerson Leite de Souza Junior,1
0,0,39,1289,28,0,1,0,4,0.3,51,2023-2024,Pierre-Emile Højbjerg,2
8,3,130,2759,46,14,8,0,7,2.1,67,2023-2024,Dejan Kulusevski,2
2,2,47,491,12,6,1,0,2,0.1,48,2023-2024,Giovani Lo Celso,2
4,11,117,2137,31,9,7,0,5,10.0,78,2023-2024,James Maddison,2
3,8,136,3090,54,20,7,0,3,22.4,59,2023-2024,Pedro Porro,1
11,4,122,1481,18,7,7,0,3,2.5,68,2023-2024,Richarlison de Andrade,2
5,0,107,2790,46,15,7,1,7,12.2,51,2023-2024,Cristian Romero,1
3,3,86,2063,27,4,9,0,9,1.6,44,2023-2024,Pape Matar Sarr,2
0,0,22,691,17,0,0,0,3,0.1,45,2023-2024,Oliver Skipp,2
17,10,213,2934,51,25,8,0,1,34.4,100,2023-2024,Son Heung-min,2
2,3,79,2391,43,8,5,1,5,5.2,49,2023-2024,Destiny Udogie,1
0,0,112,3420,61,9,7,0,2,9.4,53,2023-2024,Guglielmo Vicario,0
3,0,81,2341,38,10,5,0,5,3.7,44,2023-2024,Micky van de Ven,1
2,4,46,808,16,5,0,0,1,0.5,63,2023-2024,Timo Werner,3
0,0,14,424,7,0,1,0,1,0.1,42,2023-2024,Radu Dragusin,1
0,0,10,394,13,0,0,1,1,0.0,47,2023-2024,Kalvin Phillips,2
1,0,36,1857,44,0,2,1,1,0.5,44,2023-2024,Nayef Aguerd,1
6,2,78,1692,34,8,5,0,6,1.9,57,2023-2024,Michail Antonio,3
0,0,116,2700,53,11,4,0,1,22.3,42,2023-2024,Alphonse Areola,0
0,1,20,611,8,0,2,0,1,0.3,56,2023-2024,Saïd Benrahma,2
16,6,182,3020,63,14,5,0,2,12.1,76,2023-2024,Jarrod Bowen,2
0,7,85,3135,70,9,4,1,5,2.0,45,2023-2024,Vladimír Coufal,1
0,0,10,431,11,0,0,0,1,0.3,42,2023-2024,Aaron Cresswell,1
1,4,82,3138,67,8,5,0,10,1.9,43,2023-2024,Emerson Palmieri dos Santos,1
0,0,24,721,21,1,1,0,0,1.3,42,2023-2024,Lukasz Fabianski,0
0,0,19,418,9,0,1,0,0,0.0,46,2023-2024,Pablo Fornals Malla,2
1,2,36,389,10,4,0,0,1,0.6,55,2023-2024,Danny Ings,3
0,0,17,538,16,0,1,0,1,0.1,44,2023-2024,Ben Johnson,1
4,6,100,2627,52,7,4,0,10,1.4,60,2023-2024,Lucas Tolentino Coelho de Lima,2
7,2,116,2867,64,9,5,0,7,0.8,49,2023-2024,Tomáš Souček,2
3,0,76,2838,63,6,3,0,3,1.5,45,2023-2024,Kurt Zouma,1
0,0,19,634,14,0,2,0,1,0.1,42,2023-2024,Angelo Ogbonna,1
1,1,62,2375,45,3,5,0,11,0.2,50,2023-2024,Edson Álvarez Velázquez,2
7,7,146,3000,65,19,5,0,4,5.3,57,2023-2024,James Ward-Prowse,2
1,0,40,1500,27,3,3,0,2,0.1,45,2023-2024,Konstantinos Mavropanos,1
8,9,137,2485,61,13,3,0,6,3.0,67,2023-2024,Mohammed Kudus,2
0,0,38,1209,24,0,3,0,2,0.1,44,2023-2024,Tommy Doyle,2
2,3,77,2327,43,6,3,0,7,3.9,46,2023-2024,Rayan Aït-Nouri,1
0,0,18,382,7,1,2,0,0,0.8,39,2023-2024,Daniel Bentley,0
0,0,29,727,16,0,2,0,1,0.1,44,2023-2024,Hugo Bueno López,1
1,1,69,2209,38,6,6,0,7,0.4,45,2023-2024,Craig Dawson,1
12,3,125,2116,37,10,3,0,6,1.8,54,2023-2024,Hwang Hee-chan,2
2,2,75,2646,51,3,4,0,11,0.1,49,2023-2024,João Victor Gomes da Silva,2
2,0,82,3420,65,3,5,0,7,1.7,44,2023-2024,Max Kilman,1
4,1,95,2969,55,13,4,1,10,0.1,49,2023-2024,Mario Lemina,2
2,11,86,1516,27,8,3,0,4,1.3,55,2023-2024,Pedro Lomba Neto,2
0,1,107,3037,58,8,4,0,1,2.0,50,2023-2024,José Malheiro de Sá,0
4,7,99,1737,27,8,6,0,5,0.5,45,2023-2024,Pablo Sarabia,2
0,2,63,3084,62,0,5,1,10,0.6,45,2023-2024,Nélson Cabral Semedo,1
1,4,82,2771,49,6,4,0,7,0.3,44,2023-2024,Toti António Gomes,1
0,0,25,802,23,0,0,0,4,0.3,43,2023-2024,Boubacar Traoré,2
12,7,135,2438,46,15,6,0,9,2.4,55,2023-2024,Matheus Santos Carneiro Da Cunha,3
1,0,41,1136,21,1,1,0,2,0.2,43,2023-2024,Matt Doherty,1
0,0,13,819,18,0,0,0,1,0.0,45,2023-2024,Santiago Bueno,1
2,2,45,948,24,1,0,1,0,0.0,49,2023-2024,Jean-Ricner Bellegarde,2
